"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2024","Sylvan","G5","CLZ","27 ft 8 in","N/A","SY02480","Marine Sales","Fairfield OH","187061","148223","2024-10-11"
"2024","Sylvan","L3","CLZ","24 ft 8 in","N/A","SY02414","Marine Sales","Fairfield OH","98320","77555","2024-10-11"
"2024","Sylvan","L3","CLZ","24 ft 8 in","N/A","SY02401","Marine Sales","Fairfield OH","98615","78434","2024-10-11"
"2024","Sylvan","L3","LZ","24 ft 8 in","N/A","SY02406","Marine Sales","Fairfield OH","97345","77432","2024-10-11"
"2024","Sylvan","L-5","DLZ","26 ft 8 in","N/A","SY02412","Marine Sales","Fairfield OH","125282","96850","2024-10-11"
"2024","Sylvan","L5","RLZ","26 ft 8 in","N/A","SY97614","Marine Sales","Fairfield OH","116368","91876","2024-10-11"
"2024","Sylvan","MIRAGE","X3","22 ft 10 in","N/A","SY97675","Marine Sales","Fairfield OH","87278","68829","2024-10-11"
"2024","Sylvan","MIRAGE","X5","24 ft 10 in","N/A","SY96776","Marine Sales","Fairfield OH","99589","78630","2024-10-11"
"2024","Yamaha Boats","222","FSH","22 ft","N/A","YBC0364","Marine Sales","Fairfield OH","78899","69880","2024-10-11"
"2024","Yamaha Boats","N/A","222S","22 ft","N/A","YBC0080","Marine Sales","Fairfield OH","77089","69880","2024-10-11"
"2024","Yamaha Boats","N/A","222XE","22 ft 6 in","N/A","YBC0050","Marine Sales","Fairfield OH","88439","78880","2024-10-11"
"2024","Yamaha Boats","N/A","252S","24 ft 6 in","N/A","YBC0299","Marine Sales","Fairfield OH","93629","82880","2024-10-11"
"2024","Yamaha Boats","255","FSH","24 ft 6 in","N/A","YBC0343","Marine Sales","Fairfield OH","102399","89800","2024-10-11"
"2024","Yamaha Boats","255","FSH","24 ft 6 in","N/A","YBC0089","Marine Sales","Fairfield OH","114449","99880","2024-10-11"
"2024","Yamaha Boats","N/A","255XD","24 ft 6 in","N/A","YBC0136","Marine Sales","Fairfield OH","122329","104980","2024-10-11"
"2024","Yamaha Boats","N/A","275SD","27 ft","N/A","YBC0375","Marine Sales","Fairfield OH","175759","144980","2024-10-11"
"2023","Barletta","Corsa","23QCSSA","N/A","N/A","BA16066","Marine Sales","KasasCity MO","151170","N/A","2024-10-11"
"2023","Barletta","Corsa","23QSSA","N/A","N/A","BA15539","Marine Sales","KasasCity MO","136477","N/A","2024-10-11"
"2023","Barletta","Corsa","23QSSA","N/A","N/A","BA15405","Marine Sales","KasasCity MO","135607","N/A","2024-10-11"
"2023","Barletta","Lusso","L23U","N/A","N/A","BA16349","Marine Sales","KasasCity MO","138671","N/A","2024-10-11"
"2023","Barletta","Lusso","L23UC","N/A","N/A","BA14682","Marine Sales","KasasCity MO","150561","N/A","2024-10-11"
"2023","Barletta","Lusso","L23UC","N/A","N/A","BA14683","Marine Sales","KasasCity MO","153546","N/A","2024-10-11"
"2023","Yamaha Marine","N/A","222XD","N/A","N/A","YBC0190","Marine Sales","KasasCity MO","80267","N/A","2024-10-11"
"2022","AWAKE","RAVIK","3","N/A","N/A","AWR3311","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2022","AWAKE","RAVIK","S","N/A","N/A","AWRS396","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2022","AWAKE","VINGA","SR","N/A","N/A","AWV0061","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Yamaha","N/A","HXT1900-C","N/A","N/A","YBC0144","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Barletta","Lusso","L23M","25 ft 5 in","N/A","BA18242","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","N/A","220S","22 ft 10 in","N/A","CO2S019","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","N/A","A29","N/A","N/A","COA9017","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","New","CS22","22 ft 5 in","N/A","CO12031","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","R4","Surf","N/A","N/A","COW4044","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","R6","Surf","N/A","N/A","COW6028","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha","N/A","JetBlaster","N/A","N/A","YP3951","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha","VX","Cruiser","N/A","N/A","YP3186","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha","VX","Cruiser","N/A","N/A","YP3187","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha","VX","Cruiser","N/A","N/A","YP1950","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha","VX","Limited","N/A","N/A","YP2443","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha Marine","222","FSH","22 ft","N/A","YBC0381","Marine Sales","KasasCity MO","61400","N/A","2024-10-11"
"2024","Yamaha Marine","N/A","222S","22 ft","N/A","YBC0184","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha Marine","N/A","AR190","N/A","N/A","YBC0180","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Yamaha Marine","N/A","AR250","24 ft 6 in","N/A","YBC0219","Marine Sales","KasasCity MO","67587","N/A","2024-10-11"
"2024","Yamaha Marine","N/A","AR250","24 ft 6 in","N/A","YBC0150","Marine Sales","KasasCity MO","66387","N/A","2024-10-11"
"2023","AWAKE","VINGA","3","N/A","N/A","AWD0008","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","23QC","N/A","N/A","BA14546","Marine Sales","KasasCity MO","137737","N/A","2024-10-11"
"2023","Barletta","Corsa","23QCSS","N/A","N/A","BA14124","Marine Sales","KasasCity MO","122767","N/A","2024-10-11"
"2023","Barletta","Corsa","23QCSS","N/A","N/A","BA14865","Marine Sales","KasasCity MO","136747","N/A","2024-10-11"
"2025","Barletta","Aria","A22QC","21 ft 10 in","N/A","BA2232","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Cabrio","C22QC","23 ft 2 in","N/A","BA22268","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Cabrio","C22U","23 ft 2 in","N/A","BA22269","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Cabrio","C24U","24 ft","N/A","BA21244","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Cabrio","C24UE","24 ft","N/A","BA21243","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Corsa","23U","23 ft","N/A","BA22331","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Lusso","L23QSS","23 ft","N/A","BA22270","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Barletta","Lusso","L23U","23 ft","N/A","BA2233","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","N/A","CS23","23 ft 5 in","N/A","CO13416","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","CS23","Surf","23 ft 5 in","N/A","CO1S410","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","N/A","R30","30 ft 8 in","N/A","COR0006","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","N/A","R4","24 ft","N/A","COR4029H","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","R8","Surf","27 ft 10 in","N/A","COW8020","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Sportsman","Open","232","23 ft 4 in","N/A","SPFS114","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Yamaha","GP","HO","11 ft","N/A","YP3118","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Yamaha","VX","Cruiser","N/A","N/A","YP3545","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2025","Yamaha","VX","Deluxe","N/A","N/A","YP1217","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Barletta","Aria","A22QC","21 ft 10 in","N/A","BA18252","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2024","Barletta","Corsa","23UC","23 ft","N/A","BA18293","Marine Sales","KasasCity MO","N/A","N/A","2024-10-11"
"2022","Sea-Doo","Switch","19","N/A","N/A","SD10808","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2022","Sea-Doo","Switch","Sport","N/A","N/A","SDC6345","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Yamaha","252","SE","N/A","N/A","YBC0468","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Yamaha","AR250","-","N/A","N/A","YBC0344","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","GTI","SE","N/A","N/A","SD93750","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","GTI","SE","N/A","N/A","SD94041","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","GTX","170","N/A","N/A","SD91083","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","WAKE","PRO","N/A","N/A","SD95271","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","WAKE","PRO","N/A","N/A","SD83652","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","BARLETTA","ARIA","A22QC","N/A","N/A","BA21892","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","BARLETTA","ARIA","A22UC","N/A","N/A","BA21893","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","BARLETTA","ARIA","A24UC","N/A","N/A","BA21355","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","BARLETTA","CABRIO","C22UC","N/A","N/A","BA21354","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","BARLETTA","CABRIO","C24UE","N/A","N/A","BA21891","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","N/A","CS22","N/A","N/A","CO12406","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","CS23","Surf","N/A","N/A","CO1S411","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","N/A","R6","N/A","N/A","CO456491","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","N/A","R8","N/A","N/A","CO456488","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Cobalt Boats","R8","Surf","N/A","N/A","CO456489","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Sportsman","Heritage","261","N/A","N/A","SPKT125","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Sportsman","Masters","227","N/A","N/A","SPSW127","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Sportsman","Open","252","N/A","N/A","SP00027889","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Corsa","21UC","23 ft","N/A","BA19427","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Corsa","23U","25 ft","N/A","BA19426","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Corsa","23U","25 ft","N/A","BA19538","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta","Corsa","23U","25 ft","N/A","BA18202","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Corsa","25U","27 ft","N/A","BA19489","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta","Corsa","25UC","27 ft 6 in","N/A","BA18374","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta","Corsa","25UCA","25 ft","N/A","BA19711","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta","Lusso","L23UC","25 ft","N/A","BA17984","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Lusso","L25M","27 ft 6 in","N/A","BA19428","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Lusso","L25QSSA","27 ft 6 in","N/A","BA19537","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta ","Lusso","L25UCAT","N/A","N/A","BA34332","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Barletta","Lusso","L25UE","27 ft 6 in","N/A","BA18058","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","N/A","R30","N/A","N/A","COR0007","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","N/A","R6","N/A","N/A","COR6017","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","R6","Surf","N/A","N/A","COW6060","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","N/A","R8","N/A","N/A","COR8055","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","R8","Outboard","27 ft 11 in","N/A","CO08014","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","R8","Surf","N/A","N/A","COW8016","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Cobalt Boats","R8","Surf","N/A","N/A","COW8019","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","GTI","SE","N/A","N/A","SD22917","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","GTI","SE","N/A","N/A","SD32646","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Sea-Doo","GTX","Limited","N/A","N/A","SD72875","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Yamaha Marine","190","FSH","N/A","N/A","YBC0243","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Yamaha Marine","195","FSH","N/A","N/A","YBC0025","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2024","Yamaha Marine","222","FSH","N/A","N/A","YBC0610","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta ","Cabrio","C22CC","24 ft","N/A","BA13585","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Cabrio","C24Q","25 ft 2 in","N/A","BA13862","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","23QSS","25 ft","N/A","BA14817","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","23UC","26 ft","N/A","BA15621","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","25QCSS","27 ft","N/A","BA15947","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","25QCSS","27 ft","N/A","BA13223","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","25UC","27 ft","N/A","BA15948","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Lusso","L23UC","25 ft","N/A","BA14412","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Barletta","Lusso","L25UC","27 ft","N/A","BA12562","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Cobalt Boats","N/A","R4","N/A","N/A","COR4049","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Sea-Doo","FishPro","Sport","N/A","N/A","SDA4191","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Sea-Doo","Switch","19-170","N/A","N/A","SDP71796","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Sea-Doo","Switch","19-170","N/A","N/A","SDP79037","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","N/A","222XE","N/A","N/A","YBC0321XE","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","252","FSH","N/A","N/A","YBC0470","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","N/A","252XE","N/A","N/A","YBC0148","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","255","FSH","N/A","N/A","YBC0177","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","N/A","255XE","N/A","N/A","YBC0171","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","N/A","275SDX","N/A","N/A","YBC0172","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2023","Yamaha Marine","N/A","275SE","N/A","N/A","YBC0002","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2022","Sea-Doo","Fish","Pro","N/A","N/A","SDB5627.2","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2022","Sea-Doo","Spark","3-up","N/A","N/A","SD94623","Marine Sales","Counce TN","N/A","N/A","2024-10-11"
"2025","Starcraft","Marine","EX","20'","Yamaha VF90LA","SC-97057","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2025","Starcraft","Marine","SLS","23'","Yamaha VF150XA","SC-97165","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2025","Starcraft","Marine","SLS","23'","Yamaha VF150XA","SC-97161","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2025","Starcraft","Marine","SLS","23'","N/A","SC-95229","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","CX","23'","Yamaha VF250XB","SC-91316","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","CX","25'","Mercury","SC-94600","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","EX","20'","Yamaha F70LA","SC-87051","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","EXS","21'","Yamaha VF115XA","SC-87526","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","EXS","21'","Yamaha VF115XA","SC-87532","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","MX","25'","Yamaha F300","SC-87049","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","MX-25","25'","Yamaha F300XCB","SC-87248","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","SLS","21'","Yamaha VF115XA","SC-87093","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","SLS","21'","Yamaha VF115XA","SC-87538","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2024","Starcraft","Marine","SLS","25'","Yamaha F300XCB","SC-87528","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","CX","25'","Yamaha F300XCB","SC-85464","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EX","20'","Yamaha F70LA","SC-83741","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EX","22'","Mercury","SC-77573","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EX","22'","Yamaha VF115LA","SC-85021","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EX","22'","Yamaha F115LB","85523","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EX","22'","Yamaha F115LB","SC-85523","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EXS","23'","Yamaha VF150XA","SC-80032","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EXS","23'","Yamaha VF150XA","SC-83839","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EXS","23'","Yamaha VF150XA","SC-85626","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","EXS","25'","Yamaha F200XB","SC-82176","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","LX","22'","Yamaha F115LB","SC-81130","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","LX","22'","Yamaha F115LB","SC-82198","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","LX","22'","Yamaha F115LB","SC-83491","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","MX","25'","Mercury V350XL","SC-85621","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","SLS","25'","Yamaha VF250LB","SC-80470","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Starcraft","Marine","SX","25'","Yamaha F300XCB","SC-83263","Moose Landing","Naples ME","N/A","N/A","2024-10-11"
"2023","Barletta","Corsa","25UCA","25 ft","N/A","12809H223","Seattle Boats","Seattle WA","109500","N/A","2024-10-11"
"2023","Barletta","Lusso","25UC","25 ft","N/A","12914H223","Seattle Boats","Seattle WA","109500","N/A","2024-10-11"
"2023","Barletta","Lusso","25UC","25 ft","N/A","15395A323","Seattle Boats","Seattle WA","109500","N/A","2024-10-11"
"2023","Barletta","Lusso","25UC","25 ft","N/A","13457I223","Seattle Boats","Seattle WA","109500","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851428","Spicers Boat","Houghton Lake MI","71883","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851427","Spicers Boat","Houghton Lake MI","71883","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851426","Spicers Boat","Houghton Lake MI","71883","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851415","Spicers Boat","Houghton Lake MI","79115","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851416","Spicers Boat","Houghton Lake MI","79115","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851414","Spicers Boat","Houghton Lake MI","79115","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851417","Spicers Boat","Houghton Lake MI","79115","N/A","2024-10-11"
"2025","Sylvan","L-1","PARTY","21 ft 1 in","N/A","B000852886","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","L-1","PARTY","21 ft 1 in","N/A","B000852887","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000852889","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000852888","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000851437","Spicers Boat","Houghton Lake MI","91172","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000851436","Spicers Boat","Houghton Lake MI","91172","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849357","Spicers Boat","Houghton Lake MI","91958","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849359","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849356","Spicers Boat","Houghton Lake MI","91958","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849358","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849360","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852882","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852877","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852880","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852878","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852879","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852881","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852876","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852883","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851429","Spicers Boat","Houghton Lake MI","71883","N/A","2024-10-11"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287492","Spicers Boat","Houghton Lake MI","36593","N/A","2024-10-11"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287479","Spicers Boat","Houghton Lake MI","36593","N/A","2024-10-11"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287496","Spicers Boat","Houghton Lake MI","36593","N/A","2024-10-11"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287494","Spicers Boat","Houghton Lake MI","36593","N/A","2024-10-11"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287493","Spicers Boat","Houghton Lake MI","36593","N/A","2024-10-11"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287497","Spicers Boat","Houghton Lake MI","36593","N/A","2024-10-11"
"2025","Lund","1400","Fury","14 ft 1 in","N/A","2747803","Spicers Boat","Houghton Lake MI","21608","N/A","2024-10-11"
"2025","Lund","1400","Fury","14 ft 1 in","N/A","2747801","Spicers Boat","Houghton Lake MI","21608","N/A","2024-10-11"
"2025","Lund","1600","Fury","16 ft","N/A","2747805","Spicers Boat","Houghton Lake MI","22760","N/A","2024-10-11"
"2025","Lund","1600","Fury","16 ft","N/A","2747807","Spicers Boat","Houghton Lake MI","22760","N/A","2024-10-11"
"2025","Lund","1600","Fury","16 ft","N/A","2747804","Spicers Boat","Houghton Lake MI","22760","N/A","2024-10-11"
"2025","Lund","1650","Rebel","16 ft","N/A","2747823","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Lund","1650","Rebel","16 ft","N/A","2747820","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Lund","1650","Rebel","16 ft 1 in","N/A","2749393","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Lund","1875","Crossover","18 ft","N/A","2747872","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Lund","1875","FISHERMAN","18 ft 1 in","N/A","2747818","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Lund","1875","FISHERMAN","18 ft 1 in","N/A","2747817","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
"2025","Lund","1875","TYEE","18 ft 1 in","N/A","2747814","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-10-11"
