"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date","New/Used"
"2024","Venture RV","SportTrek","STTF353VIK","N/A","69999","CHATOVS353VIK","FifthWheel","Charleston SC","Campersinn","2024-10-14"
"2025","Venture RV","SportTrek","STTF353VRK","N/A","N/A","COATOVS353VRK","FifthWheel","Conway SC","Campersinn","2024-10-14"
"2025","Venture RV","SportTrek","STTF353VRK","N/A","N/A","COLATOVSFW353VRK","FifthWheel","Collinsville IL","Campersinn","2024-10-14"
"2024","Venture RV","SportTrek","STTF353VRK","N/A","69999","CHATOVS353VRK","FifthWheel","Charleston SC","Campersinn","2024-10-14"
"2025","Venture RV","SportTrek","STTF354VBH","N/A","74999","COATOVS354VBH","FifthWheel","Conway SC","Campersinn","2024-10-14"
"2025","Venture RV","SportTrek","STTF354VBH","N/A","N/A","MBATOVS354VBH","FifthWheel","Myrtle Beach SC","Campersinn","2024-10-14"
"2025","Venture RV","SportTrek","STTF354VBH","N/A","N/A","COLATOVSFW354VBH","FifthWheel","Collinsville IL","Campersinn","2024-10-14"
"2024","Venture RV","SportTrek","STTF354VBH","N/A","74999","CHATOVS354VBH","FifthWheel","Charleston SC","Campersinn","2024-10-14"
"2025","Jayco","Eagle","28CRT","N/A","N/A","CIRVATOJE28CRT","FifthWheel","Chichester NH","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29CBD","N/A","N/A","99254","FifthWheel","Chichester NH","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29CBD","N/A","N/A","CIRVATOJE29CBD","FifthWheel","Chichester NH","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29DDB","N/A","N/A","CIRVATOJE29DDB","FifthWheel","Chichester NH","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29DDB","N/A","N/A","99225","FifthWheel","Ocala FL","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29RLC","N/A","N/A","CIRVATOJE29RLC","FifthWheel","Chichester NH","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29RLC","N/A","N/A","99226","FifthWheel","Ocala FL","Campersinn","2024-10-14"
"2025","Jayco","Eagle","29RLC","N/A","N/A","99268","FifthWheel","Chichester NH","Campersinn","2024-10-14"
