"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2024","Viaggio","by","Misty","N/A","MERCURY PRO XS","BV010","Hillyers","Woodburn OR","119747.00","N/A","2024-11-05"
"2023","Viaggio","by","Misty","25","N/A","Bv009","Hillyers","Woodburn OR","60747.00","N/A","2024-11-05"
"2022","Viaggio","by","Misty","N/A","200","10041605390","Hillyers","Woodburn OR","54747.00","N/A","2024-11-05"
