"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2025","Forest River RV","Rockwood Mini Lite","2205S","53175","39995","86090","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Wildwood","22RBHL","57174","39995","85046","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Wildwood","22RBHL","57174","39995","85047","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood Mini Lite","2515S","56755","41995","86089","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Wildwood","27RKHL","62227","41995","82861","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood Mini Lite","2517S","56155","42995","84998","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood Mini Lite","2517S","56155","42995","84997","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Unknown","N/A","24B","53521","42995","87200","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Rockwood Ultra Lite","2608BS","64162","43795","77294","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Feather","27BH","61588","44995","84999","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Feather","27BH","61588","44995","85000","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Alliance RV","Delta","294RK","65962","46495","85712","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Alliance RV","Delta","294RK","65962","59995","87767","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2023","Lance","Lance","2375","95939","60995","72454","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Brinkley","Model Z","285","88148","N/A","88026","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Brinkley","Model Z","310","100014","N/A","87346","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Heartland","N/A","278BH","60265","31995","77312","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Rockwood GEO Pro","G19FDS","42726","32795","84073","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","261BHSW-G","42975","32987","85450","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Coachmen RV","Apex Nano","208BHS","40294","32995","86780","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Coachmen RV","Apex Nano","208BHS","40294","32995","84068","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Coachmen RV","Apex Nano","208BHS","40766","33975","86778","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Heartland","N/A","24BHS","49994","33995","87238","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Heartland","N/A","278BH","60265","33995","82496","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Heartland","N/A","278BH","60265","33995","82477","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Heartland","N/A","278BH","59242","33995","82498","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Heartland","N/A","278BH","60265","33995","82497","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Jayco","Jay Feather","25RB","54841","34695","79871","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Jayco","Jay Feather","25RB","54841","34995","79872","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Coachmen RV","Catalina Legacy","293TQBSCK","55069","35995","78079","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood GEO Pro","G20FBS","41905","35995","87329","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Rockwood Mini Lite","2104S","52604","35995","81432","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood Mini Lite","2109S","48258","36995","85710","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Rockwood Mini Lite","2205S","54110","37795","86104","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Alliance RV","Delta","251BH","57096","38795","83114","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Alliance RV","Delta","251BH","57096","38795","83113","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Wildwood","25RBHL","60108","39495","85049","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Wildwood","25RBHL","60108","39495","85048","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Coachmen RV","Apex Ultra-Lite","241BHS","51198","39987","87901","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood Mini Lite","2205S","53175","39995","86091","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Forest River RV","Rockwood GEO Pro","15TB","34323","28995","86085","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Rockwood GEO Pro","G19FD","39949","29995","83697","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Forest River RV","Rockwood GEO Pro","G19FD","39949","29995","83698","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","261BHSW","41437","29995","85448","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","262RLSW","41437","29995","87280","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","262RLSW","41437","29995","87281","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","262RLSW-G","42975","29995","85418","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2024","Coachmen RV","Apex Nano","194BHS","40613","29999","81379","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","261BHSW-G","42975","31795","85005","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","261BHSW-G","42975","31795","85449","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","261BHSW-G","42975","31795","85007","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","261BHSW-G","42975","31795","85006","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","210QBW-G","35475","23995","85444","Travel Trailer","Junction City OR","Bish","2024-10-28"
"2025","Jayco","Jay Flight","210QBW-G","35475","23995","85442","Travel Trailer","Junction City OR","Bish","2024-10-28"
