"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2023","Princecraft","Vogue","23","N/A","N/A","WFPC23116","Desmasdons","Huntsville Marine","142755.00","N/A","2024-10-29"
"2023","Princecraft","Vogue","23","N/A","Mercury","WFPC23116","Desmasdons","Gordon Bay On Lake Muskoka","142755.00","N/A","2024-10-29"
"2022","Princecraft","VECTRA","23","176","N/A","BCFPR22128","Desmasdons","Huntsville Marine","55678.00","N/A","2024-10-29"
"2022","Princecraft","Vectra","23","N/A","Mercury","BCFPR22128","Desmasdons","Gordon Bay On Lake Muskoka","55678.00","N/A","2024-10-29"
"2025","Barletta","N/A","23U","N/A","N/A","25-3802","Desmasdons","Walkers Point Marina","N/A","N/A","2024-10-29"
"2025","Barletta","N/A","A20UC","N/A","N/A","03H425","Desmasdons","Huntsville Marine","74614.00","N/A","2024-10-29"
"2025","Barletta","N/A","A20UC","N/A","N/A","25-3801","Desmasdons","Walkers Point Marina","N/A","N/A","2024-10-29"
"2025","Barletta","N/A","C22U","N/A","N/A","04H425","Desmasdons","Huntsville Marine","117025.00","N/A","2024-10-29"
"2025","Princecraft","Vectra","19","N/A","N/A","15G425","Desmasdons","Huntsville Marine","40262.00","N/A","2024-10-29"
"2025","Princecraft","Vectra","21RL","N/A","N/A","77G425","Desmasdons","Huntsville Marine","54668.00","N/A","2024-10-29"
"2025","Princecraft","Vectra","21RL","N/A","N/A","69G425","Desmasdons","Huntsville Marine","53370.00","N/A","2024-10-29"
"2024","Barletta","Aria","22UC","N/A","N/A","24-3769","Desmasdons","Walkers Point Marina","N/A","N/A","2024-10-29"
"2024","Barletta","Cabrio","22UC","N/A","N/A","24-3777","Desmasdons","Walkers Point Marina","N/A","N/A","2024-10-29"
"2024","Barletta","Corsa","23UA","N/A","N/A","68I324","Desmasdons","Huntsville Marine","160839.00","N/A","2024-10-29"
"2024","Barletta","Corsa","23UCA","N/A","Yamaha VF 360 V Max SHO 4.2L","BI24134","Desmasdons","Lefroy Harbour Resorts","N/A","N/A","2024-10-29"
"2024","Harris","Cruiser","190","N/A","N/A","N/A","Desmasdons","Wawautosa Marina","N/A","N/A","2024-10-29"
"2024","Princecraft","Jazz","19-4S","19","Mercury 60ELPT CT","01G324","Desmasdons","Desmasdons Boatworks","33652.00","N/A","2024-10-29"
"2024","Princecraft","Vectra","21RL","N/A","N/A","87K324","Desmasdons","Baysville Marina","56796.00","N/A","2024-10-29"
"2024","Princecraft","Vectra","21L","N/A","N/A","74K324","Desmasdons","Huntsville Marine","41911.00","N/A","2024-10-29"
"2024","Princecraft","Vectra","21RL","N/A","N/A","87K324","Desmasdons","Huntsville Marine","56796.00","N/A","2024-10-29"
"2024","Princecraft","Vectra","21RL","N/A","N/A","65K324","Desmasdons","Huntsville Marine","56992.00","N/A","2024-10-29"
"2024","Princecraft","Vectra","23WRL","N/A","N/A","25K324","Desmasdons","Huntsville Marine","67297.00","N/A","2024-10-29"
"2023","Barletta","Corsa","23QC","N/A","N/A","34K223","Desmasdons","Lefroy Harbour Resorts","N/A","N/A","2024-10-29"
"2023","Barletta","Lusso","23U","N/A","VF250XB","23-3593","Desmasdons","Walkers Point Marina","N/A","N/A","2024-10-29"
"2023","Harris","Cruiser","210CS","N/A","N/A","HR-53L223","Desmasdons","Gordon Bay On Lake Muskoka","58969.00","N/A","2024-10-29"
"2023","Princecraft","Quorum","23XT","N/A","N/A","16J223","Desmasdons","Huntsville Marine","98935.00","N/A","2024-10-29"
"2023","Princecraft","Sportfisher","21-2S","N/A","N/A","96E323","Desmasdons","Huntsville Marine","54981.00","N/A","2024-10-29"
"2023","Princecraft","VECTRA","23","N/A","N/A","WFPC23100","Desmasdons","Huntsville Marine","60432.00","N/A","2024-10-29"
"2023","Princecraft","Vectra","23RL-Sport","N/A","N/A","N/A","Desmasdons","Payne Marine Ltd.","Call For Price","N/A","2024-10-29"
"2023","Princecraft","Vectra","23XT","N/A","Mercury 150XL","37J223","Desmasdons","Desmasdons Boatworks","62603.00","N/A","2024-10-29"
"2023","Princecraft","Vectra","23","N/A","N/A","WFPC23111","Desmasdons","Huntsville Marine","60861.00","N/A","2024-10-29"
"2023","Princecraft","Vectra","23","N/A","N/A","37J223","Desmasdons","Payne Marine Ltd.","62603.00","N/A","2024-10-29"
"2023","Princecraft","Vectra","23RL-Sport","N/A","N/A","N/A","Desmasdons","Payne Marine Ltd.","Call For Price","N/A","2024-10-29"
"2023","Princecraft","Vectra","23XT","N/A","N/A","WFPC23108","Desmasdons","Huntsville Marine","61597.00","N/A","2024-10-29"
