Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2025,alliance,paradigm,N/A,340rl,126476,N/A,T97470,FifthWheel,Orlando FL,BlueCompass RV,2024-10-15
2024,Jayco,pinnacle,N/A,38fbrk,186258,N/A,T90308,FifthWheel,Orlando FL,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,355mbqs,116421,74995,T88735,FifthWheel,Sarasota FL,BlueCompass RV,2024-10-15
2024,alliance,avenue,N/A,38dbl,103705,79995,T84294,FifthWheel,Sarasota FL,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38fbrk,159515,114995,T93186,FifthWheel,Sarasota FL,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38flgs,183698,128995,T92332,FifthWheel,Sarasota FL,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,44v14,150693,134995,T92387,FifthWheel,Sarasota FL,BlueCompass RV,2024-10-15
2023,Forest-River-Rv,cherokee arctic wolf,N/A,3660,93367,49900,BL04142,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,295rl,77167,59995,T87139,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,28rl,61579,N/A,T92920,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,311bhs,95669,69995,T87288,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,337rls,90508,69995,T85619,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,3503gk,101658,79995,T91428,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,3704bh,112952,86995,T89433,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,320g,120380,99599,T88263,FifthWheel,Post Falls ID,BlueCompass RV,2024-10-15
2024,alliance,avenue,N/A,37mbr,100014,66444,T78216,FifthWheel,Bakersfield CA,BlueCompass RV,2024-10-15
2024,east to west,blackthorn,N/A,3801mb-ok,102860,69995,T76142,FifthWheel,Bakersfield CA,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,385fl,138059,109995,T84237,FifthWheel,Bakersfield CA,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,310rl,121255,114995,T92261,FifthWheel,Bakersfield CA,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,380mp,132694,N/A,T95910,FifthWheel,Bakersfield CA,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,385fl,173578,N/A,T94543,FifthWheel,Bakersfield CA,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,298bh,76091,60599,T92037,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,2903rl,102104,79999,T89445,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,303rls,83557,N/A,T94302,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,337rls,89191,84256,T93811,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,376rd,148158,89995,T75528,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,311bhs,96482,91547,T93783,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,310gk,122724,103599,T89444,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,391dl,150054,109999,T84066,FifthWheel,Reno NV,BlueCompass RV,2024-10-15
2024,crossroads rv,redwood,N/A,4200fl,218312,129995,T75571,FifthWheel,Fleetwood PA,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,3503gk,105205,79998,T90692,FifthWheel,Liberty Lake WA,BlueCompass RV,2024-10-15
2024,alliance,valor,N/A,44v14,150693,104995,T88794,FifthWheel,Liberty Lake WA,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,27bh,54345,45599,T89555,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,29ddb,77023,47995,T85535,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,29rlc,80016,48995,T86106,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,295rl,72683,55995,T87047,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,28crt,85397,56995,T93122,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,337rls,86024,68995,T84689,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,317rlok,109940,69995,T86059,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,303rls,79418,N/A,T94084,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,310gk,122310,81995,T78954,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Jayco,north,point,382flrb,160373,102995,T89896,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,376rd,143409,103995,T85633,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,32rlts,151885,106995,T93139,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,390rk,145050,107995,T85709,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38fbrk,159810,114995,T93108,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38fbrk,159400,114995,T93189,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2024,Jayco,pinnacle,N/A,38flgs,177347,114995,T79992,FifthWheel,Fort Myers FL,BlueCompass RV,2024-10-15
2023,highland ridge rv,roamer,N/A,rf264rls,95043,49900,BL04185,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,22rk,56013,53998,T93809,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,270bn,72871,59998,T89480,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2023,Grand-Design,reflection,N/A,370fls,103245,62900,BL04170,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,3704bh,111186,74900,T84656,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2023,Grand-Design,sol,N/A,378mbs,133409,75900,BL03821,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2023,kz,durango,gold,g391rkf,150182,79900,AP81518,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2023,Keystone,raptor,N/A,429,164846,89900,AP81503,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,311bhs,96576,89998,T91958,FifthWheel,Pasco WA,BlueCompass RV,2024-10-15
2024,Keystone,cougar,half-ton,24rds,66501,44995,T76069,FifthWheel,Sacramento CA,BlueCompass RV,2024-10-15
2024,Keystone,cougar,half-ton,29rlise,64476,44995,T76245,FifthWheel,Sacramento CA,BlueCompass RV,2024-10-15
2025,alliance,avenue,N/A,32rls,89288,N/A,T95882,FifthWheel,Sacramento CA,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,395ds,136270,99995,T89873,FifthWheel,Sacramento CA,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,310rl,121246,114995,T92310,FifthWheel,Sacramento CA,BlueCompass RV,2024-10-15
2024,east to west,blackthorn,N/A,27bh-ok,N/A,N/A,T80266,FifthWheel,Sacramento CA,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,29rlc,81138,51995,T85530,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,29.5bhok,100072,52995,MT10143,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,355mbqs,120559,65995,MT10144,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,317rlok,111955,69995,T86055,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,321rsts,109444,79777,T90786,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2024,Jayco,pinnacle,N/A,37mdqs,165416,86995,MT10087,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,382rk,134125,109995,T89865,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,32rlts,154150,114974,T93121,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,310rl,121255,N/A,T92279,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,395ds,138415,124995,T91841,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38flgs,171900,N/A,T92331,FifthWheel,Manteca CA,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,27bh,59541,45599,T90694,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,260rd,72599,56599,T91296,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,295rl,77672,61599,T88301,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,337rls,90729,72599,T85727,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2023,Grand-Design,momentum,g-class,315g,128682,76951,BL50135,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,310rl,118395,87951,T89869,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,311bhs,96716,91611,T93784,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,375rd,131624,104995,T84215,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,44v14,152693,134995,T92400,FifthWheel,Redmond OR,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,22rk,56956,43599,T88185,FifthWheel,Bend OR,BlueCompass RV,2024-10-15
2023,Forest-River-Rv,cherokee arctic wolf,N/A,3910,98328,53951,BL50217,FifthWheel,Bend OR,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,337rls,91271,86166,T91962,FifthWheel,Bend OR,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,310gk,128356,94999,T91608,FifthWheel,Bend OR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,aurora,N/A,23rk,69106,39995,T78378,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,26rec,69105,46995,T81125,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,29ddb,74792,54995,T93104,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,rockwood,signature,r281rk,74053,56995,T96822,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,Jayco,eagle,N/A,28.5rsts,93007,62995,T87707,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,rockwood,signature,372rl,91917,64350,T76452,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,310rl,115398,75995,T79301,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Jayco,eagle,N/A,355mbqs,111806,77995,T93181,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,370fb,124774,79995,T76197,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,Jayco,pinnacle,N/A,36kpts,149529,84995,T76185,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,alliance,paradigm,N/A,385fl,132639,89995,T77884,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,310rl,119255,99995,T92315,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,36fbts,152282,102995,T93196,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38fbrk,156475,109995,T94640,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Jayco,pinnacle,N/A,38fbrk,156475,118995,T90344,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,Jayco,north,point,382flrb,155238,125995,T90328,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,340rl,128550,N/A,T96761,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,382rk,134270,129995,T91808,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2025,alliance,paradigm,N/A,340rl,131625,N/A,T93027,FifthWheel,Albany NY,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,28rl,59178,49777,T81417,FifthWheel,Anderson CA,BlueCompass RV,2024-10-15
2024,alliance,avenue,all-access,24rk,73711,54995,T77803,FifthWheel,Anderson CA,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,22rk,52943,39995,T81421,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,28rl,59056,44995,T88128,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,270bn,69161,46995,T83604,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,295rl,72683,54995,T91302,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,337rls,85676,64995,T88190,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,east to west,blackthorn,N/A,3801mb-ok,102860,67497,T77920,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,3704bh,107889,83995,T88287,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,417kb,132645,94995,T89563,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,380fl,141624,99995,T89564,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,417kb,130540,110999,T89499,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,m-class,395ms,158476,114995,T90637,FifthWheel,Connecticut,BlueCompass RV,2024-10-15
2024,east to west,blackthorn,N/A,3801mb-ok,102860,67995,T77914,FifthWheel,Medford OR,BlueCompass RV,2024-10-15
2024,Jayco,pinnacle,N/A,32rlts,146254,89995,T77970,FifthWheel,Medford OR,BlueCompass RV,2024-10-15
2024,Jayco,pinnacle,N/A,38flgs,174325,99995,T87335,FifthWheel,Medford OR,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,22rk,49300,N/A,T94343,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,22rk,50508,N/A,T94341,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,295rl,72683,54995,T89548,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,324mbs,84031,64995,T88139,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,337rls,85676,64995,T89547,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,270bn,68473,N/A,T93781,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,reflection,N/A,311bhs,91185,69995,T87151,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,295rl,73819,N/A,T94347,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,310gk,122724,84995,T90667,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,sol,N/A,310gk,120068,84995,T91659,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,reflection,N/A,311bhs,91547,93517,T93901,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,Grand-Design,influence,N/A,3503gk,98273,N/A,T93882,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,sol,N/A,380fl,144473,N/A,T96590,FifthWheel,Vermont,BlueCompass RV,2024-10-15
2024,east to west,blackthorn,N/A,3300rd,93145,59995,T76078,FifthWheel,New Hampshire,BlueCompass RV,2024-10-15
2024,Keystone,avalanche,N/A,302rs,89957,63995,T87100,FifthWheel,New Hampshire,BlueCompass RV,2024-10-15
2024,Keystone,alpine,N/A,3011ck,109471,69995,T76454,FifthWheel,New Hampshire,BlueCompass RV,2024-10-15
2023,Keystone,alpine,N/A,3790fk,132099,69995,T70155,FifthWheel,New Hampshire,BlueCompass RV,2024-10-15
2024,Keystone,avalanche,N/A,378bh,106570,89995,T91011,FifthWheel,New Hampshire,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,22mav,41413,31980,T87884,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,27mav,43428,32980,T78790,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,cherokee grey wolf,N/A,22rr,50583,34980,T95622,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,cherokee grey wolf,N/A,22rr,50583,N/A,T95242,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,27g,77539,62999,T90559,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,29g,82383,64980,T90641,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,25g,80394,64999,T83581,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,22mav,39300,27988,HG23080,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,27mav,43428,36995,T89330,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,cherokee grey wolf,N/A,24rrtbl,56148,39989,T93309,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,27g,77539,69995,T93924,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,27g,77539,N/A,T91999,ToyHauler,Kansas City MO,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,N/A,24mav,47643,N/A,T97306,ToyHauler,Post Falls ID,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,N/A,24mav,47653,N/A,T94909,ToyHauler,Post Falls ID,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,23g,79949,54995,T91425,ToyHauler,Post Falls ID,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,21g,75913,71993,T96448,ToyHauler,Post Falls ID,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,25g,85004,N/A,T93756,ToyHauler,Post Falls ID,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,30g,88198,N/A,T94898,ToyHauler,Post Falls ID,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,N/A,24mav,48105,43170,T91611,ToyHauler,Reno NV,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,N/A,27mav,48100,43365,T94896,ToyHauler,Reno NV,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,30g,88650,63795,T91264,ToyHauler,Reno NV,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,21g,76165,N/A,T97307,ToyHauler,Reno NV,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,25g,80331,N/A,T96509,ToyHauler,Reno NV,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,27mav,47991,37998,T88229,ToyHauler,Liberty Lake WA,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,N/A,27mav,43428,34995,T90551,ToyHauler,Connecticut,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,27g,79509,N/A,T91942,ToyHauler,Connecticut,BlueCompass RV,2024-10-15
2024,Jayco,jay,flight,255thw,51229,39777,T88958,ToyHauler,Medford OR,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,m-class,395ms,155884,119980,T91439,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,m-class,395ms,155884,119980,T91641,ToyHauler,Park City KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,21g,71493,54990,T80999,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,g-class,350g,118825,89980,T86983,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,m-class,351ms,145539,104980,T85752,ToyHauler,Great Bend KS,BlueCompass RV,2024-10-15
2024,dutchmen rv,voltage,v-series,3600,117687,69995,T80098,ToyHauler,Oklahoma City OK,BlueCompass RV,2024-10-15
2024,dutchmen rv,voltage,v-series,3800,119172,69995,T80102,ToyHauler,Oklahoma City OK,BlueCompass RV,2024-10-15
2024,alliance,valor,N/A,40v13,145360,97995,T77991,ToyHauler,Oklahoma City OK,BlueCompass RV,2024-10-15
2023,Grand-Design,momentum,g-class,315g,121288,81422,L21302,ToyHauler,Kansas City MO,BlueCompass RV,2024-10-15
2025,brinkley,model,g,4000,194178,N/A,T95085,ToyHauler,Mesa AZ,BlueCompass RV,2024-10-15
2025,Jayco,seismic,N/A,395,136785,98895,T97713,ToyHauler,Prescott AZ,BlueCompass RV,2024-10-15
2025,brinkley,model,g,4000,198830,194178,AVN001255,ToyHauler,Prescott AZ,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,40v13,N/A,N/A,1000139,ToyHauler,Prescott AZ,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,41v16,N/A,N/A,2000138,ToyHauler,Prescott AZ,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,44v14,N/A,N/A,1000136,ToyHauler,Prescott AZ,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,44v14,N/A,N/A,2000136,ToyHauler,Prescott AZ,BlueCompass RV,2024-10-15
2025,brinkley,N/A,N/A,g4000,194178,N/A,T95087,ToyHauler,Surprise AZ,BlueCompass RV,2024-10-15
2025,brinkley,N/A,N/A,g3950,210082,N/A,MSA001083,ToyHauler,Surprise AZ,BlueCompass RV,2024-10-15
2025,brinkley,N/A,N/A,g3250,N/A,N/A,BRINKLEYG3250,ToyHauler,Surprise AZ,BlueCompass RV,2024-10-15
2025,brinkley,N/A,N/A,g3500,N/A,N/A,BRINKLEYG3500,ToyHauler,Surprise AZ,BlueCompass RV,2024-10-15
2025,brinkley,N/A,N/A,g3950,N/A,N/A,BRINKLEYG3950,ToyHauler,Surprise AZ,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,m-class,395ms,156016,109995,T80150,ToyHauler,Anderson CA,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,36v11,137678,N/A,T95547,ToyHauler,Anderson CA,BlueCompass RV,2024-10-15
2025,alliance,valor,N/A,42v14,155553,N/A,T95545,ToyHauler,Anderson CA,BlueCompass RV,2024-10-15
2024,Grand-Design,momentum,m-class,351ms,147001,104995,T89562,ToyHauler,Connecticut,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,g-class,415g,129036,N/A,T95832,ToyHauler,Connecticut,BlueCompass RV,2024-10-15
2025,Jayco,seismic luxury series,N/A,4113,183674,124995,T93254,ToyHauler,Medford OR,BlueCompass RV,2024-10-15
2025,Jayco,seismic,N/A,395,137590,N/A,T95093,ToyHauler,Medford OR,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,m-class,351ms,143260,N/A,T93767,ToyHauler,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,m-class,344m,146061,N/A,T91968,ToyHauler,Vermont,BlueCompass RV,2024-10-15
2025,Grand-Design,momentum,m-class,395ms,154533,N/A,T93832,ToyHauler,Vermont,BlueCompass RV,2024-10-15
2024,alliance,valor,N/A,41v16,144973,114995,T86146,ToyHauler,Springfield MO,BlueCompass RV,2024-10-15
2024,Jayco,seismic,N/A,395,135925,89995,T86171,ToyHauler,Gassville AR,BlueCompass RV,2024-10-15
2024,thor motor coach,geneva,N/A,31vt,165285,105980,M79220,ClassC Gas,Park City KS,BlueCompass RV,2024-10-15
2025,Jayco,redhawk,N/A,29xk,170327,119980,M89774,ClassC Gas,Park City KS,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,29vt,172335,119980,M94522,ClassC Gas,Park City KS,BlueCompass RV,2024-10-15
2025,Jayco,greyhawk,N/A,30z,203836,N/A,M9752,ClassC Gas,Park City KS,BlueCompass RV,2024-10-15
2024,thor motor coach,geneva,N/A,31vt,165290,99995,M77303,ClassC Gas,Oklahoma City OK,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,29vt,172340,114995,M96740,ClassC Gas,Oklahoma City OK,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,22vt,131385,83980,M94502,ClassC Gas,Kansas City MO,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,22vt,123885,83980,M94523,ClassC Gas,Kansas City MO,BlueCompass RV,2024-10-15
2025,entegra coach,odyssey,N/A,22cf,129218,84980,M96724,ClassC Gas,Kansas City MO,BlueCompass RV,2024-10-15
2024,thor motor coach,geneva,N/A,31vt,165285,107980,M75886,ClassC Gas,Kansas City MO,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,22vt,123885,72995,M94503,ClassC Gas,Springfield MO,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,sunseeker,N/A,ford,142732,106995,M92149,ClassC Gas,Springfield MO,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,sunseeker,N/A,ts2380,155476,109995,M89764,ClassC Gas,Springfield MO,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,sunseeker,N/A,ford,150810,N/A,M92161,ClassC Gas,Springfield MO,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,sunseeker,N/A,chevy,108640,78995,M83567,ClassC Gas,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,sunseeker,N/A,chevy,110974,86995,M88511,ClassC Gas,Gassville AR,BlueCompass RV,2024-10-15
2024,Forest-River-Rv,sunseeker,N/A,chevy,112234,89995,M85339,ClassC Gas,Gassville AR,BlueCompass RV,2024-10-15
2025,thor motor coach,four,winds,22e,135055,89995,M92187,ClassC Gas,Gassville AR,BlueCompass RV,2024-10-15
2025,Forest-River-Rv,sunseeker,N/A,ford,148822,109995,M91065,ClassC Gas,Gassville AR,BlueCompass RV,2024-10-15
2024,thor motor coach,geneva,N/A,ford,126965,77995,M79861,ClassC Gas,Dallas TX,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,22vt,123885,79995,M94495,ClassC Gas,Dallas TX,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,29vt,172335,114995,M94512,ClassC Gas,Dallas TX,BlueCompass RV,2024-10-15
2025,thor motor coach,geneva,N/A,29vt,172335,114995,M94514,ClassC Gas,Dallas TX,BlueCompass RV,2024-10-15
