"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2025","Axis Wake Research","N/A","A245","24 ft 6 in","N/A","796413671","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Axis Wake Research","N/A","T235","23 ft 6 in","N/A","253319184","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Axis Wake Research","N/A","T250","25 ft","N/A","3678638611","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Chris Craft","Launch","28","28 ft","N/A","6374797754","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Chris Craft","Launch","28","28 ft","N/A","9038843255","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Chris Craft","Launch","31","31 ft","N/A","757958607","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Malibu Boats","25","LSV","25 ft","N/A","758166161","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Malibu Boats","25","LSV","25 ft","N/A","4463111417","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2025","Malibu Boats","N/A","M230","23 ft","N/A","2167283180","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Axis Wake Research","N/A","A225","22 ft","N/A","8290948125","West Cost","Reno NV","124995","N/A","2024-11-04"
"2024","Bennington","22","SS","22 ft","N/A","621182427","West Cost","Reno NV","59995","N/A","2024-11-04"
"2024","Bennington","22","SS","22 ft","N/A","489554488","West Cost","Reno NV","52995","N/A","2024-11-04"
"2024","Bennington","23","LFB","23 ft","N/A","867925782","West Cost","Reno NV","89995","N/A","2024-11-04"
"2024","Chris Craft","Launch","27","27 ft","N/A","3263926396","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Chris Craft","Launch","28","28 ft","N/A","311157143","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Cobalt Boats","R4","Surf","24 ft","N/A","2330958255","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Cobalt Boats","R6","Surf","26 ft","N/A","8924971399","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Malibu Boats","21","LX-R","21 ft","N/A","3288832324","West Cost","Reno NV","99995","N/A","2024-11-04"
"2024","Malibu Boats","22","LSV","22 ft","N/A","605338779","West Cost","Reno NV","159999","N/A","2024-11-04"
"2024","Malibu Boats","23","LSV","23 ft","N/A","991217632","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Malibu Boats","23","MXZ","23 ft","N/A","2293325674","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Malibu Boats","23","MXZ","23 ft","N/A","749378874","West Cost","Reno NV","239749","N/A","2024-11-04"
"2024","Malibu Boats","25","LSV","25 ft","N/A","3130294352","West Cost","Reno NV","259999","N/A","2024-11-04"
"2024","Malibu Boats","N/A","M220","22 ft","N/A","97508482","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Yamaha Boats","N/A","222XD","22 ft","N/A","2114746955","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Yamaha Boats","N/A","252S","24 ft 6 in","N/A","2772437332","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Yamaha Boats","N/A","255XD","24 ft 6 in","N/A","311672116","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2024","Yamaha Boats","N/A","AR190","19 ft","N/A","9735689829","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2023","Axis Wake Research","N/A","A225","22 ft 6 in","N/A","328841441","West Cost","Reno NV","109995","N/A","2024-11-04"
"2023","Axis Wake Research","N/A","A225","22 ft 6 in","N/A","R96","West Cost","Reno NV","109999","N/A","2024-11-04"
"2023","Bennington","21","SSR","21 ft","N/A","2946435285","West Cost","Reno NV","N/A","N/A","2024-11-04"
"2023","Chris Craft","27","Launch","27 ft","N/A","3975308494","West Cost","Reno NV","199999","N/A","2024-11-04"
"2023","Chris Craft","Launch","25","25 ft","N/A","40251005184","West Cost","Reno NV","234999","N/A","2024-11-04"
"2023","Yamaha Marine","255","FSH","25 ft","N/A","6735596832","West Cost","Reno NV","87995","N/A","2024-11-04"
"2022","Cobalt Boats","R8","Outboard","28 ft 6 in","N/A","2970431033","West Cost","Reno NV","N/A","N/A","2024-11-04"
