"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","Forest River RV","FR3","34DS","201284","134993","95673","ClassA Gas","Raleigh NC","Campersinn","2024-10-25"
"2023","Forest River RV","FR3","34DS","197737","121995","85684","ClassA Gas","Jacksonville North FL","Campersinn","2024-10-25"
"2025","Forest River RV","FR3","33Z","231134","164995","97547","ClassA Gas","Merrimack NH","Campersinn","2024-10-25"
"2025","Forest River RV","FR3","33Z","231134","N/A","99158","ClassA Gas","Mocksville NC","Campersinn","2024-10-25"
"2023","Entegra Coach","Vision","29F","205731","124995","83867","ClassA Gas","Louisville KY","Campersinn","2024-10-25"
"2024","Fleetwood RV","Bounder","35K","271116","169988","87232","ClassA Gas","Toms River NJ","Campersinn","2024-10-25"
"2025","Fleetwood RV","Bounder","36F","293446","199988","97937","ClassA Gas","Toms River NJ","Campersinn","2024-10-25"
"2024","Fleetwood RV","Flair","33B6","200630","129988","90953","ClassA Gas","Toms River NJ","Campersinn","2024-10-25"
"2025","Fleetwood RV","Flex","35R","229905","159988","96532","ClassA Gas","Toms River NJ","Campersinn","2024-10-25"
"2024","Fleetwood RV","Fortis","34MB","239651","159988","87381","ClassA Gas","Toms River NJ","Campersinn","2024-10-25"
"2025","Forest River RV","FR3","30DS","195876","139995","96255","ClassA Gas","Mocksville NC","Campersinn","2024-10-25"
"2025","Forest River RV","FR3","30DS","195876","139997","97544","ClassA Gas","Toms River NJ","Campersinn","2024-10-25"
"2024","Forest River RV","FR3","30DS","193184","129995","88353","ClassA Gas","Bismarck ND","Campersinn","2024-10-25"
"2024","Forest River RV","FR3","30DS","194977","129993","88628","ClassA Gas","Philadelphia PA","Campersinn","2024-10-25"
"2024","Forest River RV","FR3","30DS","194934","129993","89645","ClassA Gas","Charleston SC","Campersinn","2024-10-25"
"2024","Forest River RV","FR3","30DS","192734","119777","91147","ClassA Gas","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","CP","N/A","N/A","RALATOTMAB35CP","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","CP","N/A","N/A","ACWATOTIFALG35CP","ClassA Diesel","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","IP","N/A","N/A","RALATOTMAB40IP","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","IP","N/A","N/A","ACWATOTIFALG40IP","ClassA Diesel","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","IP","N/A","N/A","99604","ClassA Diesel","Macon GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","IP","N/A","N/A","99618","ClassA Diesel","Macon GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","FP","N/A","N/A","RALATOTMAB45FP","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","FP","N/A","N/A","ACWATOTIFALG45FP","ClassA Diesel","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","OPP","N/A","N/A","RALATOTMAB45OPP","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","OPP","N/A","N/A","ACWATOTIFALG45OP","ClassA Diesel","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","AA","N/A","N/A","RALATOTMAR33AA","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Allegro","AA","N/A","N/A","TO25ATOTMAR33AA","ClassA Diesel","Toms River NJ","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","CH","N/A","N/A","99606","ClassA Diesel","Macon GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","BH","N/A","N/A","RALATOTMP37BH","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","BH","N/A","N/A","ACWATOTIFPHA37BH","ClassA Diesel","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","CINATOTP40IH","ClassA Diesel","Mocksville NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","RALATOTMP40IH","ClassA Diesel","Raleigh NC","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","TO25ATOTMP40IH","ClassA Diesel","Toms River NJ","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","DAATOTP40IH","ClassA Diesel","Davenport IA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","ACWATOTIFPHA40IH","ClassA Diesel","Acworth GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","99605","ClassA Diesel","Macon GA","Campersinn","2024-10-25"
"2025","Tiffin Motorhomes","Phaeton","IH","N/A","N/A","99619","ClassA Diesel","Macon GA","Campersinn","2024-10-25"
