Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2025,Grand Design,Transcend,151RB,21195,N/A,T93919,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Forest River RV,N/A,26BH,32207,22980,T89117,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Jayco,Jay Flight,260BH,35206,22980,T88437,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Jayco,Jay Flight,225MLS,44493,27980,T81963,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Jayco,Jay Flight,260BH,34006,27980,T98526,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2023,Forest River RV,N/A,26FKDS,49291,28980,HG23057,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Transcend,26BHX,30818,28980,T90113,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Transcend,26BHX,30818,28980,T90067,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Transcend,26BHX,30818,28980,T90068,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Jayco,Jay Flight,261BHS,41506,28980,T88892,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Forest River RV,Cherokee,26DBH,48266,29980,T96052,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Jayco,Jay Flight,247RBS,47861,31980,T86615,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Forest River RV,N/A,26BHS,37717,32980,T94773,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Transcend,245RL,36312,32980,T90537,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Transcend,315BH,42694,32980,T78346,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Jayco,Jay Flight,284BHS,49971,32980,T85190,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Jayco,Jay Flight,262RLS,40006,32980,T94772,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Jayco,Jay Flight,260BH,33706,N/A,T95416,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Grand Design,Transcend,26BHX,33872,N/A,T96974,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Grand Design,Transcend,22RBX,34384,N/A,T93414,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Transcend,251BH,38816,34999,T80177,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Grand Design,Transcend,25MLX,36493,N/A,T95807,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Jayco,Jay Flight,324BDS,55169,36980,T83388,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2025,Jayco,Jay Flight,260BHW,37007,N/A,T97203,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Grand Design,Imagine,22MLE,43965,37599,T85609,Travel Trailer,Park City KS,BlueCompass,2024-10-18
2024,Forest River RV,Cherokee,16ML,57439,37900,T87380,Travel Trailer,Park City KS,BlueCompass,2024-10-18
