"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2024","Axis","Wake","Research","25","M6","M3158","Mattas Marine","Junction CO","N/A","","2024-11-04"
"2024","Lund","1400","Fury","149","30","LU3156","Mattas Marine","Junction CO","22448.00","19500.00","2024-11-04"
"2024","Lund","1775","Impact","1711","115 PROXS","LU3154","Mattas Marine","Junction CO","60629.00","52500.00","2024-11-04"
"2024","Lund","1875","Impact","1811","150 PRO XS","LU3155","Mattas Marine","Junction CO","74753.00","66500.00","2024-11-04"
"2024","Lund","1975","Tyee","1910","MERCURY","LU3159","Mattas Marine","Junction CO","109953.00","89900.00","2024-11-04"
"2024","Malibu","Boats","23","23","M6","M3157","Mattas Marine","Junction CO","N/A","","2024-11-04"
"2023","Chaparral","SURF","21","21","VOLVO","C3081","Mattas Marine","Junction CO","109821.00","74900.00","2024-11-04"
