"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2025","Thor Motor Coach","Inception","AC38DA","N/A","N/A","97252","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2025","Thor Motor Coach","Magnitude","AX29","289575","N/A","96473","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2025","Thor Motor Coach","Magnitude","XG32","304575","N/A","96535","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2025","Thor Motor Coach","Omni","AX29","N/A","N/A","TO25ATOTMCOAX29","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Thor Motor Coach","Omni","LV35","N/A","N/A","TO25ATOTMCOLV35","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Thor Motor Coach","Omni","RS36","N/A","N/A","TO25ATOTMCORS36","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Thor Motor Coach","Omni","XG32","N/A","N/A","TO25ATOTMCOXG32","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Tiffin Motorhomes","Allegro","AB","N/A","N/A","RALATOTMAB38AB","ClassC Super Diesel","Raleigh NC","Campersinn","2024-10-15"
"2025","Tiffin Motorhomes","Allegro","BB","N/A","N/A","RALATOTMAB38BB","ClassC Super Diesel","Raleigh NC","Campersinn","2024-10-15"
"2025","Tiffin Motorhomes","Allegro","BB","N/A","N/A","TO25ATOTMAB38BB","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Tiffin Motorhomes","Allegro","CB","N/A","N/A","RALATOTMAB38CB","ClassC Super Diesel","Raleigh NC","Campersinn","2024-10-15"
"2025","Renegade","Verona","40VTS","422505","369995","96150","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2025","Renegade","Verona","38LDG","496811","N/A","96137","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2025","Renegade","Verona","40LRB","501627","N/A","96130","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2024","Thor Motor Coach","Magnitude","BT36","303698","189960","85211","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2023","Thor Motor Coach","Magnitude","XG32","289353","179993","83928","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2024","Thor Motor Coach","Omni","BT36","301785","199993","77282","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2024","Thor Motor Coach","Omni","RS36","300285","199993","77283","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Tiffin Motorhomes","Allegro","BB","390642","314995","96888","ClassC Super Diesel","Mocksville NC","Campersinn","2024-10-15"
"2025","Tiffin Motorhomes","Allegro","BB","391209","312968","97552","ClassC Super Diesel","Davenport IA","Campersinn","2024-10-15"
"2024","Tiffin Motorhomes","Allegro","CB","355466","279999","88407","ClassC Super Diesel","Toms River NJ","Campersinn","2024-10-15"
"2025","Dynamax","DX3","32KD","N/A","N/A","85309","ClassC Super Diesel","Jacksonville North FL","Campersinn","2024-10-15"
"2025","Dynamax","DX3","32KD","N/A","N/A","90959","ClassC Super Diesel","Sewell NJ","Campersinn","2024-10-15"
"2025","Dynamax","DX3","37RB","464424","N/A","85310","ClassC Super Diesel","Jacksonville North FL","Campersinn","2024-10-15"
