"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2025","Axis Wake Research","N/A","A245","24 ft 6 in","N/A","2059805243","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Axis Wake Research","N/A","T235","23 ft 6 in","N/A","6578215018","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Axis Wake Research","N/A","T250","25 ft","N/A","3343941026","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Chris Craft","Launch","28","28 ft","N/A","253668244","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Chris Craft","Launch","28","28 ft","N/A","5715568589","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Chris Craft","Launch","31","31 ft","N/A","2483268140","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Malibu Boats","25","LSV","25 ft","N/A","9048641215","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Malibu Boats","25","LSV","25 ft","N/A","83119691","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2025","Malibu Boats","N/A","M230","23 ft","N/A","265727752","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Axis Wake Research","N/A","A225","22 ft","N/A","5720761234","West Cost","Reno NV","124995","N/A","2024-11-05"
"2024","Bennington","22","SS","22 ft","N/A","284728128","West Cost","Reno NV","59995","N/A","2024-11-05"
"2024","Bennington","22","SS","22 ft","N/A","52841003842","West Cost","Reno NV","52995","N/A","2024-11-05"
"2024","Bennington","23","LFB","23 ft","N/A","3344942289","West Cost","Reno NV","89995","N/A","2024-11-05"
"2024","Chris Craft","Launch","27","27 ft","N/A","8027747853","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Chris Craft","Launch","28","28 ft","N/A","4612306574","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Cobalt Boats","R4","Surf","24 ft","N/A","906674176","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Cobalt Boats","R6","Surf","26 ft","N/A","622359349","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Malibu Boats","21","LX-R","21 ft","N/A","7941736876","West Cost","Reno NV","99995","N/A","2024-11-05"
"2024","Malibu Boats","22","LSV","22 ft","N/A","3813664218","West Cost","Reno NV","159999","N/A","2024-11-05"
"2024","Malibu Boats","23","LSV","23 ft","N/A","823699171","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Malibu Boats","23","MXZ","23 ft","N/A","474333527","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Malibu Boats","23","MXZ","23 ft","N/A","5139319933","West Cost","Reno NV","239749","N/A","2024-11-05"
"2024","Malibu Boats","25","LSV","25 ft","N/A","35571004963","West Cost","Reno NV","259999","N/A","2024-11-05"
"2024","Malibu Boats","N/A","M220","22 ft","N/A","2549522874","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Yamaha Boats","N/A","222XD","22 ft","N/A","2290689693","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Yamaha Boats","N/A","252S","24 ft 6 in","N/A","4828362811","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Yamaha Boats","N/A","255XD","24 ft 6 in","N/A","9974610032","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2024","Yamaha Boats","N/A","AR190","19 ft","N/A","328237140","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2023","Axis Wake Research","N/A","A225","22 ft 6 in","N/A","342105977","West Cost","Reno NV","109995","N/A","2024-11-05"
"2023","Axis Wake Research","N/A","A225","22 ft 6 in","N/A","R96","West Cost","Reno NV","109999","N/A","2024-11-05"
"2023","Bennington","21","SSR","21 ft","N/A","6610769278","West Cost","Reno NV","N/A","N/A","2024-11-05"
"2023","Chris Craft","27","Launch","27 ft","N/A","443160662","West Cost","Reno NV","199999","N/A","2024-11-05"
"2023","Chris Craft","Launch","25","25 ft","N/A","8353788099","West Cost","Reno NV","234999","N/A","2024-11-05"
"2023","Yamaha Marine","255","FSH","25 ft","N/A","6318907836","West Cost","Reno NV","87995","N/A","2024-11-05"
"2022","Cobalt Boats","R8","Outboard","28 ft 6 in","N/A","760601854","West Cost","Reno NV","N/A","N/A","2024-11-05"
