"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","CrossRoads RV","N/A","HP378DBB","103258","66904","52463","Destination Trailer","Waterloo NY","Wilkins","2024-10-25"
"2024","CrossRoads RV","N/A","HP375DBL","104314","67727","52435","Destination Trailer","Clay NY","Wilkins","2024-10-25"
"2025","Forest River RV","Timberwolf","16ML","57448","35998","54136","Destination Trailer","Fulton NY","Wilkins","2024-10-25"
"2024","Forest River RV","Timberwolf","16ML","57070","35998","53524","Destination Trailer","Churchville NY","Wilkins","2024-10-25"
"2024","Forest River RV","Timberwolf","16ML","57034","35999","52751","Destination Trailer","Clay NY","Wilkins","2024-10-25"
"2024","Forest River RV","Timberwolf","39DL","76494","54010","52779","Destination Trailer","Churchville NY","Wilkins","2024-10-25"
"2023","CrossRoads RV","N/A","HP364MBL","106727","64999","48146","Destination Trailer","Bath NY","Wilkins","2024-10-25"
"2024","Forest River RV","N/A","42DL","96356","72026","53020","Destination Trailer","Clay NY","Wilkins","2024-10-25"
"2024","CrossRoads RV","N/A","HP390PVL","106682","73346","52043","Destination Trailer","Churchville NY","Wilkins","2024-10-25"
"2025","Forest River RV","View","42VIEW","102654","79333","53947","Destination Trailer","Clay NY","Wilkins","2024-10-25"
"2024","Forest River RV","Timberwolf","16ML","N/A","N/A","OnOrder1","Destination Trailer","Bath NY","Wilkins","2024-10-25"
