"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2025","Forest River RV","N/A","3990FL","N/A","79999","75653","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","3990FL","104809","74999","71309","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","4002FB","100247","74999","75648","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","4003MB","98107","74999","75649","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","41DS","87045","54999","72350","Fifth Wheel","Boerne","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","36MB","87926","54999","72363","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2025","Forest River RV","Wildwood","3800RK","102938","N/A","78070","Fifth Wheel","Georgetown","RonHoover","2024-10-16"
"2024","Forest River RV","Wildwood","286RL","75441","54999","74609","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2023","Forest River RV","Wildwood","291RL","85311","49999","62268","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2024","Forest River RV","View","320VIEW","90298","59999","70293","Fifth Wheel","Laredo","RonHoover","2024-10-16"
"2024","Forest River RV","Wildwood","325RL","90508","59999","71989","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2024","Forest River RV","Wildwood","356QB","91697","59999","70289","Fifth Wheel","Lubbock","RonHoover","2024-10-16"
"2025","Forest River RV","Wildwood","369BL","94062","74999","78129","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2024","Forest River RV","Wildwood","375FAM","105538","69999","70280","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2025","Forest River RV","Wildwood","36FL","102876","79999","78126","Fifth Wheel","Amarillo","RonHoover","2024-10-16"
"2024","Grand Design","Influence","2903RL","99980","79999","73583","Fifth Wheel","Donna","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","283QBCKLE","49924","39999","77820","Travel Trailer","Lubbock","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","303RKTSLE","N/A","N/A","79867","Travel Trailer","On Order","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","333FKTS","N/A","44999","79862","Travel Trailer","On Order","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","343BHTSLE","N/A","44999","79853","Travel Trailer","On Order","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","RHB","55514","39999","77113","Travel Trailer","South Houston","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","RHB","55514","39999","77104","Travel Trailer","South Houston","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","RHB","55514","39999","77099","Travel Trailer","Laredo","RonHoover","2024-10-16"
"2025","Coachmen RV","N/A","525BHS","37666","29999","77790","Travel Trailer","San Antonio","RonHoover","2024-10-16"
"2024","Coachmen RV","N/A","192BHS","22912","22999","71395","Travel Trailer","South Houston","RonHoover","2024-10-16"
"2024","Coachmen RV","N/A","192FQS","38904","24999","71402","Travel Trailer","South Houston","RonHoover","2024-10-16"
"2023","Coachmen RV","Catalina Legacy","293TQBSCK","55966","34999","65130","Travel Trailer","Donna","RonHoover","2024-10-16"
"2024","Coachmen RV","Catalina Legacy","243RBS","47406","29999","69402","Travel Trailer","Laredo","RonHoover","2024-10-16"
"2024","Forest River RV","N/A","4003MB","N/A","69999","73692","Fifth Wheel","San Antonio","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","33CHEF","N/A","N/A","79953","Fifth Wheel","On Order","RonHoover","2024-10-16"
"2025","Forest River RV","N/A","35FL","88901","64999","76541","Fifth Wheel","Odessa","RonHoover","2024-10-16"
