"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2025","ATX","Boats","22","22","Indmar Raptor 400","7890478872","MontanaBoatCenter","Helena, MT","140995.00","N/A","2024-11-04"
"2025","Tige","N/A","22RZX","22","Indmar Raptor 400","777522079","MontanaBoatCenter","Helena, MT","204995.00","N/A","2024-11-04"
"2025","Tige","Ultre","25ZX","255","Indmar Raptor 575","507206593","MontanaBoatCenter","Helena, MT","N/A","N/A","2024-11-04"
"2024","ATX","Boats","22","22","Indmar Raptor 400","2254802179","MontanaBoatCenter","Helena, MT","133995.00","N/A","2024-11-04"
"2024","ATX","Boats","22","22","Indmar Raptor 400","361525453","MontanaBoatCenter","Helena, MT","137995.00","N/A","2024-11-04"
"2024","Bennington","208","SLJ","20","Yamaha 115 4-stroke","10077666650","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2024","Bennington","208","SLJ","20","Yamaha 70 4-stroke","8467686137","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2024","Bennington","22","SVSR","22","Yamaha 150 4-stroke","28324752","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2024","Bennington","22","SVSR","22","Yamaha 150 4-stroke","3058349264","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2024","Montara","Surf","Boss","25","N/A","917990805","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2024","Tige","N/A","24RZX","245","Indmar Raptor 440","5827946826","MontanaBoatCenter","Helena, MT","214995.00","N/A","2024-11-04"
"2024","Tige","N/A","24RZX","245","Indmar Raptor 440","2915104395","MontanaBoatCenter","Helena, MT","229995.00","N/A","2024-11-04"
"2023","ATX","Boats","22","22","Indmar Raptor 400","8637394039","MontanaBoatCenter","Helena, MT","129995.00","N/A","2024-11-04"
"2023","Bennington","21","SXSB","21","Yamaha 115","377441698","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2023","Tige","N/A","Z3","235","N/A","793473422","MontanaBoatCenter","Helena, MT","Click for Quote!","N/A","2024-11-04"
"2022","Montara","MT","2.0","25","PCM 450","9463567543","MontanaBoatCenter","Helena, MT","169995.00","N/A","2024-11-04"
