Year, Company, Brand, FloorPlan, Msrp, Discount, Stock-Number, Unit Type, Location, Dealer, Date
2024,alliance rv,avenue,N/A,37mbr,100014,66444,T78216,fifthWheel,Bakersfield CA,BlueCompass RV,2024-10-12
2024,thor,N/A,N/A,3801mb-ok,102860,69995,T76142,fifthWheel,Bakersfield CA,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,385fl,138059,109995,T84237,fifthWheel,Bakersfield CA,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,310rl,121255,114995,T92261,fifthWheel,Bakersfield CA,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,380mp,132694,N/A,T95910,fifthWheel,Bakersfield CA,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,385fl,173578,N/A,T94543,fifthWheel,Bakersfield CA,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,298bh,76091,60599,T92037,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,2903rl,102104,79999,T89445,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,303rls,83557,N/A,T94302,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,337rls,89191,84256,T93811,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,376rd,148158,89995,T75528,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,3704bh,106979,89999,T87285,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,311bhs,96482,91547,T93783,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,310gk,122724,103599,T89444,fifthWheel,Reno NV,BlueCompass RV,2024-10-12
2024,crossroads,redwood,N/A,4200fl,218312,129995,T75571,fifthWheel,Fleetwood PA,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,3503gk,105205,79998,T90692,fifthWheel,Liberty Lake WA,BlueCompass RV,2024-10-12
2024,alliance rv,valor,N/A,44v14,150693,104995,T88794,fifthWheel,Liberty Lake WA,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,27bh,54345,45599,T89555,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,jay,eagle,ht,29ddb,77023,47995,T85535,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,jay,eagle,ht,29rlc,80016,48995,T86106,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,295rl,72683,55995,T87047,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2025,jay,eagle,ht,28crt,85397,56995,T93122,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,337rls,86024,68995,T84689,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,317rlok,109940,69995,T86059,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,303rls,79418,N/A,T94084,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,310gk,122310,81995,T78954,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,jay,north,point,382flrb,160373,102995,T89896,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,376rd,143409,103995,T85633,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,32rlts,151885,106995,T93139,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,390rk,145050,107995,T85709,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,38fbrk,159810,114995,T93108,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,38fbrk,159400,114995,T93189,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2024,jay,pinnacle,N/A,38flgs,177347,114995,T79992,fifthWheel,Fort Myers FL,BlueCompass RV,2024-10-12
2023,highland ridge rv,roamer,N/A,rf264rls,95043,49900,BL04185,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,22rk,56013,53998,T93809,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,270bn,72871,59998,T89480,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2023,Grand-Design,reflection,N/A,370fls,103245,62900,BL04170,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,3704bh,111186,74900,T84656,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2023,Grand-Design,sol,N/A,378mbs,133409,75900,BL03821,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2023,kz,durango,gold,g391rkf,150182,79900,AP81518,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,2903rl,102813,79995,T90645,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2023,Keystone,raptor,N/A,429,164846,89900,AP81503,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,311bhs,96576,89998,T91958,fifthWheel,Pasco WA,BlueCompass RV,2024-10-12
2024,Keystone,cougar,half-ton,24rds,66501,44995,T76069,fifthWheel,Sacramento CA,BlueCompass RV,2024-10-12
2024,Keystone,cougar,half-ton,29rlise,64476,44995,T76245,fifthWheel,Sacramento CA,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,395ds,136270,99995,T89873,fifthWheel,Sacramento CA,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,310rl,121246,114995,T92310,fifthWheel,Sacramento CA,BlueCompass RV,2024-10-12
2024,thor,N/A,N/A,27bh-ok,N/A,N/A,T80266,fifthWheel,Sacramento CA,BlueCompass RV,2024-10-12
2024,jay,eagle,ht,29rlc,81138,51995,T85530,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,29.5bhok,100072,52995,MT10143,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,355mbqs,120559,65995,MT10144,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,317rlok,111955,69995,T86055,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2025,jay,eagle,N/A,321rsts,109444,79777,T90786,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2024,jay,pinnacle,N/A,37mdqs,165416,86995,MT10087,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,382rk,134125,109995,T89865,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,32rlts,154150,114974,T93121,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,310rl,121255,N/A,T92279,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,395ds,138415,124995,T91841,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,38flgs,171900,N/A,T92331,fifthWheel,Manteca CA,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,27bh,59541,45599,T90694,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,260rd,72599,56599,T91296,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,295rl,77672,61599,T88301,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,337rls,90729,72599,T85727,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2023,Grand-Design,momentum,g-class,315g,128682,76951,BL50135,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,311bhs,96716,91611,T93784,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,375rd,131624,104995,T84215,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,44v14,152693,134995,T92400,fifthWheel,Redmond OR,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,22rk,56956,43599,T88185,fifthWheel,Bend OR,BlueCompass RV,2024-10-12
2023,forest river,arc,N/A,3910,98328,53951,BL50217,fifthWheel,Bend OR,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,337rls,91271,86166,T91962,fifthWheel,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,3704bh,113340,89999,T87937,fifthWheel,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,310gk,128356,94999,T91608,fifthWheel,Bend OR,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,23rk,69106,39995,T78378,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,jay,eagle,ht,26rec,69105,46995,T81125,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,jay,eagle,ht,29ddb,74792,54995,T93104,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,forest river,rockwood,signature,r281rk,74053,56995,T96822,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,28.5rsts,93007,62995,T87707,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,forest river,rockwood,signature,372rl,91917,64350,T76452,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,310rl,115398,75995,T79301,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,jay,eagle,N/A,355mbqs,113381,75995,*T86083,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,jay,eagle,N/A,355mbqs,111806,77995,T93181,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,370fb,124774,79995,T76197,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,jay,pinnacle,N/A,36kpts,149529,84995,T76185,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,alliance rv,paradigm,N/A,385fl,132639,89995,T77884,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,310rl,119255,99995,T92315,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,36fbts,152282,102995,T93196,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,jay,north,point,382flrb,158198,107995,T89893,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,38fbrk,156475,109995,T94640,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,jay,pinnacle,N/A,38fbrk,156475,118995,T90344,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,jay,north,point,382flrb,155238,125995,T90328,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,382rk,134270,129995,T91808,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2025,alliance rv,paradigm,N/A,340rl,131625,N/A,T93027,fifthWheel,Albany NY,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,28rl,59178,49777,T81417,fifthWheel,Anderson CA,BlueCompass RV,2024-10-12
2024,alliance rv,avenue,N/A,24rk,73711,54995,T77803,fifthWheel,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,22rk,52943,39995,T81421,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,28rl,59056,44995,T88128,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,270bn,69161,46995,T83604,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,295rl,72683,54995,T91302,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,337rls,85676,64995,T88190,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,thor,N/A,N/A,3801mb-ok,102860,67497,T77920,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,3704bh,107889,83995,T88287,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,417kb,132645,94995,T89563,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,380fl,141624,99995,T89564,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,417kb,130540,110999,T89499,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,395ms,158476,114995,T90637,fifthWheel,Connecticut,BlueCompass RV,2024-10-12
2024,thor,N/A,N/A,3801mb-ok,102860,67995,T77914,fifthWheel,Medford OR,BlueCompass RV,2024-10-12
2024,jay,pinnacle,N/A,32rlts,146254,89995,T77970,fifthWheel,Medford OR,BlueCompass RV,2024-10-12
2024,jay,pinnacle,N/A,38flgs,174325,99995,T87335,fifthWheel,Medford OR,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,22rk,49300,N/A,T94343,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,22rk,50508,N/A,T94341,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,295rl,72683,54995,T89548,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,324mbs,84031,64995,T88139,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,337rls,85676,64995,T89547,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,270bn,68473,N/A,T93781,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,reflection,N/A,311bhs,91185,69995,T87151,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,295rl,73819,N/A,T94347,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,310gk,122724,84995,T90667,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,sol,N/A,310gk,120068,84995,T91659,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,reflection,N/A,311bhs,91547,93517,T93901,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,Grand-Design,influence,N/A,3503gk,98273,N/A,T93882,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2025,Grand-Design,sol,N/A,380fl,144473,N/A,T96590,fifthWheel,Vermont,BlueCompass RV,2024-10-12
2024,thor,N/A,N/A,3300rd,93145,59995,T76078,fifthWheel,New Hampshire,BlueCompass RV,2024-10-12
2024,Keystone,avalanche,N/A,302rs,89957,63995,T87100,fifthWheel,New Hampshire,BlueCompass RV,2024-10-12
2024,Keystone,alpine,N/A,3011ck,109471,69995,T76454,fifthWheel,New Hampshire,BlueCompass RV,2024-10-12
2023,Keystone,alpine,N/A,3790fk,132099,69995,T70155,fifthWheel,New Hampshire,BlueCompass RV,2024-10-12
2024,Keystone,avalanche,N/A,378bh,106570,89995,T91011,fifthWheel,New Hampshire,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,22mav,41413,31980,T87884,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,27mav,43428,32980,T78790,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2025,forest river,cherokee,N/A,22rr,50583,34980,T95622,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2025,forest river,cherokee,N/A,22rr,50583,N/A,T95242,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,27g,77539,62999,T90559,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,29g,82383,64980,T90641,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,25g,80394,64999,T83581,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,22mav,39300,27988,HG23080,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,27mav,43428,36995,T89330,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2024,forest river,cherokee,N/A,24rrtbl,56148,39989,T93309,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,g-class,27g,77539,69995,T93924,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2024,forest river,aurora,N/A,26ath,39639,29980,T82053,toyHauler,Kansas City MO,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,22mav,44298,31000,T81004,toyHauler,San Marcos CA,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,24mav,43170,N/A,T94329,toyHauler,San Marcos CA,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,27mav,43365,N/A,T93750,toyHauler,San Marcos CA,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,24mav,47643,N/A,T97306,toyHauler,Post Falls ID,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,24mav,47653,N/A,T94909,toyHauler,Post Falls ID,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,23g,79949,59995,T91425,toyHauler,Post Falls ID,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,g-class,21g,75913,71993,T96448,toyHauler,Post Falls ID,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,g-class,25g,85004,N/A,T93756,toyHauler,Post Falls ID,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,g-class,30g,88198,N/A,T94898,toyHauler,Post Falls ID,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,24mav,48105,43170,T91611,toyHauler,Reno NV,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,27mav,48100,43365,T94896,toyHauler,Reno NV,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,30g,88650,63795,T91264,toyHauler,Reno NV,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,22mav,44186,27900,BL04200,toyHauler,Pasco WA,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,27mav,48393,37998,T91898,toyHauler,Pasco WA,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,22mav,48416,36999,T85723,toyHauler,Redmond OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,27mav,43428,48533,T91411,toyHauler,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,27mav,43428,34995,T90551,toyHauler,Connecticut,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,g-class,27g,79509,N/A,T91942,toyHauler,Connecticut,BlueCompass RV,2024-10-12
2024,jay,N/A,N/A,255thw,51229,39777,T88958,toyHauler,Medford OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,395ms,155884,119980,T91439,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,395ms,155884,119980,T91641,toyHauler,Park City KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,21g,71493,54990,T80999,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,350g,118825,89980,T86983,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,351ms,145539,104980,T85752,toyHauler,Great Bend KS,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,395ms,N/A,N/A,2000117,toyHauler,Prescott Valley AZ,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,398m,N/A,N/A,2000116,toyHauler,Prescott Valley AZ,BlueCompass RV,2024-10-12
2025,Grand-Design,momentum,N/A,414m,N/A,N/A,2000115,toyHauler,Prescott Valley AZ,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,44v14,152693,N/A,MSA009305,toyHauler,Mesa AZ,BlueCompass RV,2024-10-12
2025,brinkley,model,g,3500,189110,N/A,T95493,toyHauler,Mesa AZ,BlueCompass RV,2024-10-12
2025,brinkley,model,g,4000,194178,N/A,T95085,toyHauler,Mesa AZ,BlueCompass RV,2024-10-12
2025,jay,seismic,N/A,395,136785,98895,T97713,toyHauler,Prescott AZ,BlueCompass RV,2024-10-12
2025,brinkley,model,g,4000,198830,194178,AVN001255,toyHauler,Prescott AZ,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,40v13,N/A,N/A,1000139,toyHauler,Prescott AZ,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,41v16,N/A,N/A,2000138,toyHauler,Prescott AZ,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,44v14,N/A,N/A,1000136,toyHauler,Prescott AZ,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,44v14,N/A,N/A,2000136,toyHauler,Prescott AZ,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,395ms,164218,119951,T87917,toyHauler,Redmond OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,351ms,153118,109951,T90648,toyHauler,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,395ms,161485,119951,T91414,toyHauler,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,414m,167744,133707,T91895,toyHauler,Bend OR,BlueCompass RV,2024-10-12
2024,alliance rv,valor,N/A,36v11,136397,89995,T81588,toyHauler,Albany NY,BlueCompass RV,2024-10-12
2025,jay,seismic,luxury,4113,177974,137995,T93251,toyHauler,Albany NY,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,42v13,153553,139995,T95541,toyHauler,Albany NY,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,g-class,325g,106772,79995,T80819,toyHauler,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,381ms,153334,109995,T88257,toyHauler,Anderson CA,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,395ms,156016,109995,T80150,toyHauler,Anderson CA,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,36v11,137678,N/A,T95547,toyHauler,Anderson CA,BlueCompass RV,2024-10-12
2025,alliance rv,valor,N/A,42v14,155553,N/A,T95545,toyHauler,Anderson CA,BlueCompass RV,2024-10-12
2023,Grand-Design,momentum,N/A,399th,176017,106900,BL03301,toyHauler,Pasco WA,BlueCompass RV,2024-10-12
2024,alliance rv,valor,N/A,40v13,148633,92995,T73191,toyHauler,Sacramento CA,BlueCompass RV,2024-10-12
2024,jay,seismic,N/A,403,126759,64995,MT10088,toyHauler,Manteca CA,BlueCompass RV,2024-10-12
2024,alliance rv,valor,N/A,40v13,148403,119254,T88793,toyHauler,Redmond OR,BlueCompass RV,2024-10-12
2023,Grand-Design,momentum,g-class,315g,128737,76951,BL50083,toyHauler,Bend OR,BlueCompass RV,2024-10-12
2024,Grand-Design,momentum,N/A,397ths,168806,140999,T80186,toyHauler,Vermont,BlueCompass RV,2024-10-12
2024,thor,geneva,N/A,31vt,165285,105980,M79220,classCGas,Park City KS,BlueCompass RV,2024-10-12
2025,jay,redhawk,N/A,29xk,170327,119980,M89774,classCGas,Park City KS,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,29vt,172335,119980,M94522,classCGas,Park City KS,BlueCompass RV,2024-10-12
2025,jay,greyhawk,N/A,30z,203836,N/A,M9752,classCGas,Park City KS,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,29vt,17340,N/A,M96740,classCGas,Oklahoma City OK,BlueCompass RV,2024-10-12
2024,thor,geneva,N/A,31vt,165290,99995,M77303,classCGas,Oklahoma City OK,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,22vt,131385,83980,M94502,classCGas,Kansas City MO,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,22vt,123885,83980,M94523,classCGas,Kansas City MO,BlueCompass RV,2024-10-12
2025,entegra,odyssey,N/A,22cf,129218,84980,M96724,classCGas,Kansas City MO,BlueCompass RV,2024-10-12
2024,thor,geneva,N/A,31vt,165285,107980,M75886,classCGas,Kansas City MO,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,22vt,123885,72995,M94503,classCGas,Springfield MO,BlueCompass RV,2024-10-12
2025,forest river,sunseeker,le,ford,142732,106995,M92149,classCGas,Springfield MO,BlueCompass RV,2024-10-12
2025,forest river,sunseeker,ts,ts2380,155476,109995,M89764,classCGas,Springfield MO,BlueCompass RV,2024-10-12
2025,forest river,sunseeker,classic,ford,150810,N/A,M92161,classCGas,Springfield MO,BlueCompass RV,2024-10-12
2024,forest river,sunseeker,le,chevy,108640,78995,M83567,classCGas,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,sunseeker,le,chevy,110974,86995,M88511,classCGas,Gassville AR,BlueCompass RV,2024-10-12
2024,forest river,sunseeker,le,chevy,112234,89995,M85339,classCGas,Gassville AR,BlueCompass RV,2024-10-12
2025,thor,four,winds,22e,135055,89995,M92187,classCGas,Gassville AR,BlueCompass RV,2024-10-12
2025,forest river,sunseeker,le,ford,148822,109995,M91065,classCGas,Gassville AR,BlueCompass RV,2024-10-12
2024,thor,geneva,N/A,ford,126965,77995,M79861,classCGas,Dallas TX,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,22vt,123885,79995,M94495,classCGas,Dallas TX,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,29vt,172335,114995,M94512,classCGas,Dallas TX,BlueCompass RV,2024-10-12
2025,thor,geneva,N/A,29vt,172335,114995,M94514,classCGas,Dallas TX,BlueCompass RV,2024-10-12
2025,forest river,sunseeker,le,chevy,110648,79995,M88510,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,east to west,entrada,N/A,2200s,113759,84995,M91541,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,entegra,odyssey,N/A,22cf,129218,84995,M97537,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,redhawk,N/A,22cf,129218,84995,M94483,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2024,east to west,entrada,N/A,2600ds,133114,92995,M84164,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2024,east to west,entrada,N/A,3100fb,147614,109995,M84162,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,thor,four,winds,28z,163159,109995,M92202,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,entegra,odyssey,N/A,24b,168853,119995,M92134,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,seneca,N/A,37k,401176,299995,M89837,classCGas,Des Moines IA,BlueCompass RV,2024-10-12
2025,jay,redhawk,N/A,22cf,129218,79995,M94484,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
2025,jay,redhawk,N/A,22cf,129218,79995,M94488,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
2025,east to west,entrada,N/A,3100fb,151978,102995,M83924,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
2024,jay,redhawk,N/A,31f,168490,109995,M83018,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
2025,jay,redhawk,N/A,24b,168129,119995,M92180,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
2024,jay,greyhawk,N/A,32u,284229,174995,M79870,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
2024,jay,seneca,N/A,35l,362228,204995,M75836,classCGas,Lubbock TX,BlueCompass RV,2024-10-12
