"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2024","Barletta","Aria","22CC","22'","MERCURY 90ELPT CT","7577","WakeSide","Elkhart IN","66061.00","50867.00","2024-10-16"
"2024","Barletta","Aria","A20QC","19'6""","YAMAHA T50","7588","WakeSide","Elkhart IN","53215.00","40900.00","2024-10-16"
"2024","Barletta","Aria","A20UC","20'","YAMAHA T50","7589","WakeSide","Elkhart IN","53250.00","41100.00","2024-10-16"
"2023","Barletta","N/A","C20Q","20'","MERCURY 90 CT","7397","WakeSide","Elkhart IN","65981.00","44900.00","2024-10-16"
"2023","Barletta","N/A","C20QC","20'","YAMAHA F90","7248","WakeSide","Elkhart IN","68812.00","47900.00","2024-10-16"
