"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2025","Coachmen RV","Catalina Destination Series","39MKTS","64445","N/A","71406","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2025","Forest River RV","Cherokee","39DL","73265","N/A","71411","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2025","Forest River RV","N/A","RVS3","85862","N/A","71343","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2025","Forest River RV","Cherokee","39DL","74308","N/A","100359","Destination Trailer","Joppa MD","Meyers","2024-10-17"
"2025","Forest River RV","Classic","44VIEW","103885","N/A","100258","Destination Trailer","Joppa MD","Meyers","2024-10-17"
"2025","Forest River RV","Classic","44VIEW","103885","N/A","100290","Destination Trailer","Joppa MD","Meyers","2024-10-17"
"2024","Forest River RV","Timberwolf","16ML","54434","29897","71265","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2024","Forest River RV","Timberwolf","20OG","57997","36797","71315","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2024","Unknown","N/A","391LOFT","83520","52897","71311","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2025","Coachmen RV","Catalina Destination Series","40BHTS","58709","N/A","71405","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2025","Forest River RV","Cherokee","39HBA","72710","N/A","71393","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2024","Forest River RV","Cedar Creek","40CBK","113020","76897","71263","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2025","Forest River RV","Cherokee","39AL","81171","N/A","71359","Destination Trailer","Branchville NJ","Meyers","2024-10-17"
"2024","Forest River RV","Timberwolf","16ML","54434","29897","120174","Destination Trailer","Albany NY","Meyers","2024-10-17"
"2024","Unknown","N/A","360THLOFT","56424","39897","120203","Destination Trailer","Albany NY","Meyers","2024-10-17"
"2023","Ember RV","Touring Edition","21MRK","55683","33995","51553","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Unknown","N/A","22MLS","36522","N/A","51942","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Unknown","N/A","26BHS","37822","N/A","51944","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Unknown","N/A","189RG","39525","N/A","51965","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Unknown","N/A","26RLS","41112","N/A","51943","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2024","Ember RV","Touring Edition","24MBH","63520","41897","51640","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2024","Ember RV","Overland Series","201FBQ","76798","46897","51863","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2024","Prime Time RV","N/A","3501BH","77778","49995","51807","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Keystone RV","Springdale","310BR","51529","N/A","16594","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Forest River RV","N/A","3400XL","68107","N/A","51909","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Ember RV","Overland Series","221MSL","77938","N/A","51951","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2025","Ember RV","Touring Edition","24MSL","80631","N/A","51968","Travel Trailer","Harrisburg PA","Meyers","2024-10-17"
"2024","Forest River RV","Wildwood","42FK","90644","59897","24196","Destination Trailer","Bath NY","Meyers","2024-10-17"
"2024","Forest River RV","Sandpiper","399LOFT","86580","N/A","24422","Destination Trailer","Bath NY","Meyers","2024-10-17"
"2025","Forest River RV","Sandpiper","40DUPLEX","87695","N/A","24627","Destination Trailer","Bath NY","Meyers","2024-10-17"
"2025","Forest River RV","Wildwood","42FLDL","88937","N/A","24445","Destination Trailer","Bath NY","Meyers","2024-10-17"
"2025","Forest River RV","Wildwood","42DL","89176","N/A","24394","Destination Trailer","Bath NY","Meyers","2024-10-17"
"2025","Forest River RV","View","44VIEW","104103","N/A","24562","Destination Trailer","Bath NY","Meyers","2024-10-17"
"2023","Keystone RV","Retreat","39MBNK","80897","42895","41049","Destination Trailer","Farmington NY","Meyers","2024-10-17"
"2025","Forest River RV","N/A","42DL","93345","66897","41221","Destination Trailer","Farmington NY","Meyers","2024-10-17"
"2025","Jayco","Jay Flight","40LSDL","95596","72995","130245","Destination Trailer","Webster NY","Meyers","2024-10-17"
