"Year","Company","Brand","FloorPlan","Msrp","Discount","Stock-Number","Unit Type","Location","Dealer","Date"
"2024","Grand Design","Imagine","24BSE","74809","65090","24H2376","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","24BSE","74809","65090","24H2377","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Forest River RV","Rockwood Mini Lite","2518S","75629","65790","24H2270","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2024","Alliance RV","Delta","294RK","88352","65990","24H2173","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2023","Lance","Lance","1575","95402","65990","23H1940","Travel Trailer","Mill Bay","Arbutus","2024-10-27"
"2024","Unknown","Rockwood Ultra Lite","2608BS","84577","65990","24H2171","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","2800BH","91854","67990","24H2283","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Forest River RV","Rockwood Ultra Lite","2606WS","83370","72590","24H2334","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2024","Grand Design","Reflection","296RDTS","100134","73990","24H2143","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2023","Forest River RV","N/A","8337RL","104135","76990","23H2094","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Lance","Lance","1685","101632","77990","24H2113","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Grand Design","Reflection","297RSTS","100889","79990","24H2123","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Grand Design","Reflection","310MKTS","107115","85990","24H2141","Travel Trailer","Parksville","Arbutus","2024-10-27"
"2025","Grand Design","Reflection","296RDTS","110721","89390","25H2392","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2024","Alliance RV","Delta","262RB","80364","59990","24H2172","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Alliance RV","Delta","281BH","82363","59990","24H2144","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","26DB","71273","59990","24H2358","Travel Trailer","Courtenay","Arbutus","2024-10-27"
"2024","Forest River RV","N/A","26RL","69313","59990","24H2357","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","2500RL","78805","59990","24H2221","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2024","Grand Design","Imagine","25DBE","74910","59990","24H2285","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Keystone RV","Springdale","245ML","69619","59990","24H2369","Travel Trailer","Nanaimo","Arbutus","2024-10-27"
"2024","Keystone RV","Springdale","245ML","69619","59990","24H2368","Travel Trailer","Sidney","Arbutus","2024-10-27"
"2024","Keystone RV","Springdale","245ML","69619","59990","24H2367","Travel Trailer","Port Alberni","Arbutus","2024-10-27"
"2023","Winnebago","Micro Minnie","2306BHS","90161","59990","23H1877","Travel Trailer","Sidney","Arbutus","2024-10-27"
